,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
26,GO_Biological_Process_2021,positive regulation of dendrite morphogenesis (GO:0050775),2/20,0.0150924344910985,0.4177697011463238,0,0,11.760546642899584,49.31857782921134,PTPRD;CAPRIN2
27,GO_Biological_Process_2021,regulation of cell migration (GO:0030334),9/408,0.015808490259334,0.4177697011463238,0,0,2.4325814536340853,10.088421569451423,PPP3CA;PARD6B;SEMA6D;RDX;MAGI2;ADAM9;MIA3;SCAI;CXCL16
28,GO_Biological_Process_2021,neurotrophin signaling pathway (GO:0038179),2/21,0.0165785435434317,0.4177697011463238,0,0,11.141007599211934,45.67418698737144,NTRK2;MAGI2
29,GO_Biological_Process_2021,plasma membrane bounded cell projection assembly (GO:0120031),7/278,0.0167660916727604,0.4177697011463238,0,0,2.7732046551234744,11.337960996164234,CEP126;FAM161A;CEP83;NEK1;DZIP1;RAPGEF6;KIF27
30,GO_Biological_Process_2021,cellular response to nerve growth factor stimulus (GO:1990090),2/22,0.0181243532212572,0.4177697011463238,0,0,10.583422459893049,42.44480268606261,NTRK2;MAGI2
31,GO_Biological_Process_2021,membrane lipid metabolic process (GO:0006643),2/22,0.0181243532212572,0.4177697011463238,0,0,10.583422459893049,42.44480268606261,SERINC1;TEX2
32,GO_Biological_Process_2021,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880),2/23,0.0197286150021996,0.4177697011463238,0,0,10.078940667175962,39.56674779525792,PDE4D;CACNA1C
33,GO_Biological_Process_2021,positive regulation of JUN kinase activity (GO:0043507),2/23,0.0197286150021996,0.4177697011463238,0,0,10.078940667175962,39.56674779525792,TAOK3;MAP3K7
34,GO_Biological_Process_2021,regulation of MAPK cascade (GO:0043408),5/166,0.0208705106443578,0.4177697011463238,0,0,3.316567647853092,12.83318685439478,NTRK2;TAOK3;CAV2;STYX;ZDHHC17
35,GO_Biological_Process_2021,cAMP-mediated signaling (GO:0019933),2/25,0.0231075907946105,0.4177697011463238,0,0,9.201581027667984,34.66782247890572,PDE4D;ADGRG6
36,GO_Biological_Process_2021,negative regulation of sequestering of calcium ion (GO:0051283),2/25,0.0231075907946105,0.4177697011463238,0,0,9.201581027667984,34.66782247890572,IBTK;ITPR2
37,GO_Biological_Process_2021,protein transport (GO:0015031),8/369,0.0243948284513396,0.4177697011463238,0,0,2.3813532085520577,8.842879183659006,ATP6V1A;TBCK;RABGAP1L;STXBP3;SNX27;MIA2;MIA3;ZDHHC17
38,GO_Biological_Process_2021,endothelial cell development (GO:0001885),2/26,0.0248798970854269,0.4177697011463238,0,0,8.817736185383245,32.57002936039262,PDE4D;RDX
39,GO_Biological_Process_2021,peptidyl-threonine modification (GO:0018210),3/67,0.0255844142914928,0.4177697011463238,0,0,4.9765625,18.242943118595804,GALNT13;CDC42BPA;HIPK3
40,GO_Biological_Process_2021,regulation of translational initiation (GO:0006446),3/68,0.0265839510168534,0.4177697011463238,0,0,4.899751861042184,17.77359308244188,DNAJC3;IMPACT;EIF4G3
41,GO_Biological_Process_2021,release of sequestered calcium ion into cytosol (GO:0051209),2/27,0.0267058396026312,0.4177697011463238,0,0,8.464598930481284,30.666167139293783,IBTK;ITPR2
42,GO_Biological_Process_2021,regulation of plasma membrane bounded cell projection assembly (GO:0120032),3/70,0.0286450317745308,0.4177697011463238,0,0,4.75300914780934,16.88637331977862,DYNC2LI1;RDX;TWF1
43,GO_Biological_Process_2021,wound healing (GO:0042060),3/70,0.0286450317745308,0.4177697011463238,0,0,4.75300914780934,16.88637331977862,PPP3CA;DST;MIA3
44,GO_Biological_Process_2021,negative regulation of neuron apoptotic process (GO:0043524),3/71,0.0297065107886141,0.4177697011463238,0,0,4.682874762808349,16.466809485668165,NTRK2;BCL2;CPEB4
45,GO_Biological_Process_2021,response to metal ion (GO:0010038),3/71,0.0297065107886141,0.4177697011463238,0,0,4.682874762808349,16.466809485668165,PPP3CA;BCL2;ADAM9
46,GO_Biological_Process_2021,protein polyubiquitination (GO:0000209),7/314,0.0300367048556104,0.4177697011463238,0,0,2.443497870207968,8.565278973373662,KBTBD6;RNF19A;AKTIP;BCL2;WWP1;DZIP3;TRIM22
47,GO_Biological_Process_2021,cilium assembly (GO:0060271),7/314,0.0300367048556104,0.4177697011463238,0,0,2.443497870207968,8.565278973373662,DYNC2LI1;CEP126;FAM161A;CEP83;NEK1;DZIP1;KIF27
48,GO_Biological_Process_2021,positive regulation of neurogenesis (GO:0050769),3/72,0.030788563321566,0.4177697011463238,0,0,4.614773258532025,16.062235082573757,PTPRD;NTRK2;CAPRIN2
49,GO_Biological_Process_2021,regulation of hydrolase activity (GO:0051336),3/73,0.0318911437297608,0.4177697011463238,0,0,4.548617511520737,15.671929285579049,NTRK2;RDX;RAPGEF6
50,GO_Biological_Process_2021,insulin receptor signaling pathway (GO:0008286),3/73,0.0318911437297608,0.4177697011463238,0,0,4.548617511520737,15.671929285579049,ATP6V1A;CAV2;NAMPT
51,GO_Biological_Process_2021,ncRNA catabolic process (GO:0034661),2/30,0.0324939636407943,0.4177697011463238,0,0,7.556531703590527,25.893974299590774,DIS3L;RBM7
52,GO_Biological_Process_2021,regulation of GTPase activity (GO:0043087),5/189,0.0339223469766118,0.4177697011463238,0,0,2.8985999527410207,9.80793839518148,NTRK2;CAV2;RDX;RAPGEF6;MAPRE2
53,GO_Biological_Process_2021,cellular protein modification process (GO:0006464),16/1025,0.0339538440912289,0.4177697011463238,0,0,1.7234026707608403,5.829845905210428,CHRM3;USP25;MIA3;CDC42BPA;HIPK3;KTN1;DNAJC3;PTPRD;TBCK;PPP3CA;SNRK;KBTBD6;GRK5;TAOK3;MGAT4A;NEK1
54,GO_Biological_Process_2021,regulation of dendrite morphogenesis (GO:0048814),2/32,0.0366000652779162,0.4177697011463238,0,0,7.05204991087344,23.32610254890724,PTPRD;CAPRIN2
55,GO_Biological_Process_2021,phosphorylation (GO:0016310),8/400,0.036739217495625,0.4177697011463238,0,0,2.189536588115909,7.234032918910525,TBCK;SNRK;GRK5;TAOK3;POMK;NEK1;CDC42BPA;HIPK3
56,GO_Biological_Process_2021,axon development (GO:0061564),3/79,0.0389345417076376,0.4177697011463238,0,0,4.188242784380305,13.594506100899364,PARD6B;MTR;ZDHHC17
57,GO_Biological_Process_2021,negative regulation of NF-kappaB transcription factor activity (GO:0032088),3/79,0.0389345417076376,0.4177697011463238,0,0,4.188242784380305,13.594506100899364,NWD1;TAX1BP1;ERBIN
58,GO_Biological_Process_2021,negative regulation of intracellular signal transduction (GO:1902532),5/198,0.0401522119354284,0.4177697011463238,0,0,2.762164902004956,8.880574913613842,PDE4D;WWC2;MAGI2;BCL2;ZMYND11
59,GO_Biological_Process_2021,endomembrane system organization (GO:0010256),5/199,0.0408845448400235,0.4177697011463238,0,0,2.7477868668758405,8.784683307726258,REEP5;CAV2;AKTIP;MIA3;TMCC1
60,GO_Biological_Process_2021,regulation of protein phosphorylation (GO:0001932),6/266,0.0410283164682355,0.4177697011463238,0,0,2.465447667087011,7.873389386185562,MOB1B;NTRK2;IBTK;IMPACT;AKTIP;TWF1
61,GO_Biological_Process_2021,positive regulation of cell migration (GO:0030335),6/269,0.0429297700553985,0.4177697011463238,0,0,2.436950695007168,7.671983206656982,PPP3CA;SEMA6D;RDX;ADAM9;MIA3;CXCL16
62,GO_Biological_Process_2021,cellular response to hydrogen peroxide (GO:0070301),2/35,0.0431085237261873,0.4177697011463238,0,0,6.409982174688057,20.153205326958467,IMPACT;NFE2L2
63,GO_Biological_Process_2021,neuron projection morphogenesis (GO:0048812),4/140,0.0440041052106832,0.4177697011463238,0,0,3.127980922098569,9.7701619189164,IMPACT;PARD6B;TAOK3;ZDHHC17
64,GO_Biological_Process_2021,regulation of cardiac muscle contraction (GO:0055117),2/36,0.0453669567251516,0.4177697011463238,0,0,6.221138722868827,19.24180330146504,PDE4D;PDE4B
65,GO_Biological_Process_2021,cyclic-nucleotide-mediated signaling (GO:0019935),2/36,0.0453669567251516,0.4177697011463238,0,0,6.221138722868827,19.24180330146504,PDE4D;ADGRG6
66,GO_Biological_Process_2021,negative regulation of calcium ion-dependent exocytosis (GO:0045955),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,STXBP3
67,GO_Biological_Process_2021,anion homeostasis (GO:0055081),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,GLS
68,GO_Biological_Process_2021,regulation of adherens junction organization (GO:1903391),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,RDX
69,GO_Biological_Process_2021,caveola assembly (GO:0070836),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,CAV2
70,GO_Biological_Process_2021,negative regulation of organ growth (GO:0046621),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,WWC2
71,GO_Biological_Process_2021,cell-cell adhesion mediated by integrin (GO:0033631),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,ADAM9
72,GO_Biological_Process_2021,cellular response to brain-derived neurotrophic factor stimulus (GO:1990416),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,NTRK2
73,GO_Biological_Process_2021,regulation of guanyl-nucleotide exchange factor activity (GO:1905097),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,CCPG1
74,GO_Biological_Process_2021,dorsal/ventral axis specification (GO:0009950),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,CXXC4
75,GO_Biological_Process_2021,positive regulation of dopamine receptor signaling pathway (GO:0060161),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,CAV2
76,GO_Biological_Process_2021,regulation of vascular associated smooth muscle contraction (GO:0003056),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,CHRM3
77,GO_Biological_Process_2021,Schwann cell differentiation (GO:0014037),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,ADGRG6
78,GO_Biological_Process_2021,positive regulation of protein localization to cilium (GO:1903566),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,EFCAB7
79,GO_Biological_Process_2021,membrane depolarization during AV node cell action potential (GO:0086045),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,CACNA1C
80,GO_Biological_Process_2021,positive regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061419),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,NFE2L2
81,GO_Biological_Process_2021,positive regulation of translation in response to stress (GO:0032056),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,IMPACT
82,GO_Biological_Process_2021,mitochondrial RNA 3'-end processing (GO:0000965),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,TRNT1
83,GO_Biological_Process_2021,mRNA 3'-end processing by stem-loop binding and cleavage (GO:0006398),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,CPSF2
84,GO_Biological_Process_2021,protein localization to microtubule end (GO:1905725),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,MAPRE2
85,GO_Biological_Process_2021,protein localization to microtubule plus-end (GO:1904825),1/5,0.0463696956816514,0.4177697011463238,0,0,26.33909574468085,80.89023777113094,MAPRE2
86,GO_Biological_Process_2021,protein phosphorylation (GO:0006468),9/496,0.0465481427964541,0.4177697011463238,0,0,1.9839835728952773,6.085409668928667,TBCK;NTRK2;SNRK;GRK5;TAOK3;NEK1;CDC42BPA;MAP3K7;HIPK3
87,GO_Biological_Process_2021,organelle organization (GO:0006996),8/420,0.0466228168068323,0.4177697011463238,0,0,2.081102826798262,6.379964569162653,ARMC2;FAM161A;REEP5;DST;CAV2;MIA3;FAM161B;TMCC1
88,GO_Biological_Process_2021,positive regulation of protein catabolic process (GO:0045732),3/85,0.046700229415973,0.4177697011463238,0,0,3.880605822187254,11.890200305813304,RDX;ADAM9;WWP1
89,GO_Biological_Process_2021,negative regulation of stress-activated MAPK cascade (GO:0032873),2/37,0.0476681577540553,0.4177697011463238,0,0,6.043086325439266,18.392082809932084,TAOK3;ZMYND11
90,GO_Biological_Process_2021,regulation of protein autophosphorylation (GO:0031952),2/37,0.0476681577540553,0.4177697011463238,0,0,6.043086325439266,18.392082809932084,MOB1B;IMPACT
91,GO_Biological_Process_2021,regulation of Ras protein signal transduction (GO:0046578),3/86,0.0480634180595958,0.4177697011463238,0,0,3.8336572094830936,11.636046440239054,KBTBD6;RDX;ERBIN
92,GO_Biological_Process_2021,connective tissue development (GO:0061448),2/38,0.0500111263466359,0.4177697011463238,0,0,5.874925727866905,17.59839742393779,NAMPT;ITGB8
93,GO_Biological_Process_2021,regulation of intracellular transport (GO:0032386),2/39,0.0523948769550082,0.4177697011463238,0,0,5.71585489232548,16.855750053277294,REEP5;ATP9A
94,GO_Biological_Process_2021,positive regulation of GTPase activity (GO:0043547),5/214,0.0528441530613147,0.4177697011463238,0,0,2.5486270022883297,7.49400375027579,TBCK;RABGAP1L;CAV2;RAPGEF6;MAPRE2
95,GO_Biological_Process_2021,protein localization to perinuclear region of cytoplasm (GO:1905719),1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,AKTIP
96,GO_Biological_Process_2021,proton-transporting V-type ATPase complex assembly (GO:0070070),1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,VMA21
97,GO_Biological_Process_2021,negative regulation of cell size (GO:0045792),1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,RDX
98,GO_Biological_Process_2021,negative regulation of ERAD pathway (GO:1904293),1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,USP25
99,GO_Biological_Process_2021,cellular response to cold (GO:0070417),1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,DNAJC3
100,GO_Biological_Process_2021,regulation of focal adhesion disassembly (GO:0120182),1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,MAPRE2
101,GO_Biological_Process_2021,regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway (GO:0070432),1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,ERBIN
102,GO_Biological_Process_2021,plasma membrane raft assembly (GO:0044854),1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,CAV2
103,GO_Biological_Process_2021,establishment of lymphocyte polarity (GO:0001767),1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,SNX27
104,GO_Biological_Process_2021,"regulation of retrograde transport, endosome to Golgi (GO:1905279)",1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,ATP9A
105,GO_Biological_Process_2021,positive regulation of focal adhesion disassembly (GO:0120183),1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,MAPRE2
106,GO_Biological_Process_2021,positive regulation of heart rate by epinephrine-norepinephrine (GO:0001996),1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,PDE4D
107,GO_Biological_Process_2021,response to manganese ion (GO:0010042),1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,ADAM9
108,GO_Biological_Process_2021,intracellular pH elevation (GO:0051454),1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,BCL2
109,GO_Biological_Process_2021,positive regulation of non-membrane spanning protein tyrosine kinase activity (GO:1903997),1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,NTRK2
110,GO_Biological_Process_2021,taurine metabolic process (GO:0019530),1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,CSAD
111,GO_Biological_Process_2021,transmembrane receptor protein tyrosine phosphatase signaling pathway (GO:0007185),1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,PTPRD
112,GO_Biological_Process_2021,tRNA 3'-end processing (GO:0042780),1/6,0.0553837340579632,0.4177697011463238,0,0,21.070212765957447,60.96601457084486,TRNT1
113,GO_Biological_Process_2021,negative regulation of protein phosphorylation (GO:0001933),4/152,0.0563428282096979,0.4177697011463238,0,0,2.872607742878013,8.262482566709712,DNAJC3;IBTK;IMPACT;PDE4D
114,GO_Biological_Process_2021,negative regulation of cell-cell adhesion (GO:0022408),2/41,0.0572808554084418,0.4177697011463238,0,0,5.422185657479775,15.50630593751062,RDX;MIA3
115,GO_Biological_Process_2021,endosome organization (GO:0007032),2/41,0.0572808554084418,0.4177697011463238,0,0,5.422185657479775,15.50630593751062,AKTIP;TMCC1
116,GO_Biological_Process_2021,keratinocyte differentiation (GO:0030216),2/41,0.0572808554084418,0.4177697011463238,0,0,5.422185657479775,15.50630593751062,ASAH1;ADAM9
117,GO_Biological_Process_2021,positive regulation of cell motility (GO:2000147),5/221,0.0590539553725135,0.4177697011463238,0,0,2.4651519726247986,6.974663733127261,PPP3CA;SEMA6D;RDX;ADAM9;CXCL16
118,GO_Biological_Process_2021,calcium ion transmembrane import into cytosol (GO:0097553),2/42,0.0597811850121942,0.4177697011463238,0,0,5.286363636363636,14.89202627383487,IBTK;ITPR2
119,GO_Biological_Process_2021,cellular response to glucose starvation (GO:0042149),2/43,0.062318499756473,0.4177697011463238,0,0,5.157167079692187,14.313701505156972,IMPACT;CPEB4
120,GO_Biological_Process_2021,positive regulation of neuron differentiation (GO:0045666),2/43,0.062318499756473,0.4177697011463238,0,0,5.157167079692187,14.313701505156972,IMPACT;BEND6
121,GO_Biological_Process_2021,receptor-mediated endocytosis of virus by host cell (GO:0019065),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,CAV2
122,GO_Biological_Process_2021,negative regulation of cytoplasmic translation (GO:2000766),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,CPEB4
123,GO_Biological_Process_2021,AV node cell action potential (GO:0086016),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,CACNA1C
124,GO_Biological_Process_2021,cellular response to laminar fluid shear stress (GO:0071499),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,NFE2L2
125,GO_Biological_Process_2021,regulation of glycogen (starch) synthase activity (GO:2000465),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,EPM2AIP1
126,GO_Biological_Process_2021,regulation of miRNA mediated inhibition of translation (GO:1905616),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,TNRC6B
127,GO_Biological_Process_2021,regulation of necrotic cell death (GO:0010939),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,ASAH1
128,GO_Biological_Process_2021,regulation of neurotrophin TRK receptor signaling pathway (GO:0051386),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,ZDHHC17
129,GO_Biological_Process_2021,regulation of non-membrane spanning protein tyrosine kinase activity (GO:1903995),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,NTRK2
130,GO_Biological_Process_2021,positive regulation of adenylate cyclase activity (GO:0045762),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,CACNA1C
131,GO_Biological_Process_2021,regulation of transforming growth factor beta activation (GO:1901388),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,ITGB8
132,GO_Biological_Process_2021,glomerular epithelial cell development (GO:0072310),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,MAGI2
133,GO_Biological_Process_2021,glomerular visceral epithelial cell development (GO:0072015),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,MAGI2
134,GO_Biological_Process_2021,positive regulation of ER-associated ubiquitin-dependent protein catabolic process (GO:1903071),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,NFE2L2
135,GO_Biological_Process_2021,heart trabecula formation (GO:0060347),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,ADGRG6
136,GO_Biological_Process_2021,response to increased oxygen levels (GO:0036296),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,ATP6V1A
137,GO_Biological_Process_2021,positive regulation of interleukin-5 production (GO:0032754),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,PDE4D
138,GO_Biological_Process_2021,positive regulation of miRNA mediated inhibition of translation (GO:1905618),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,TNRC6B
139,GO_Biological_Process_2021,tachykinin receptor signaling pathway (GO:0007217),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,GRK5
140,GO_Biological_Process_2021,membrane biogenesis (GO:0044091),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,SERINC1
141,GO_Biological_Process_2021,membrane fission (GO:0090148),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,TMCC1
142,GO_Biological_Process_2021,protein localization to endoplasmic reticulum exit site (GO:0070973),1/7,0.0643130171482511,0.4177697011463238,0,0,17.55762411347518,48.17800160116977,MIA3
143,GO_Biological_Process_2021,response to lipopolysaccharide (GO:0032496),4/159,0.06431413886175,0.4177697011463238,0,0,2.7419006102877077,7.523708873817779,PDE4B;ERBIN;ADAM9;IFNAR1
144,GO_Biological_Process_2021,mRNA processing (GO:0006397),6/300,0.0658200279084398,0.4177697011463238,0,0,2.17653618824579,5.921987376187886,NOVA1;PRPF3;CPSF2;PPWD1;RPRD2;RBM6
145,GO_Biological_Process_2021,negative regulation of neuron death (GO:1901215),3/98,0.0659035895319266,0.4177697011463238,0,0,3.347368421052632,9.103377195016318,NTRK2;BCL2;CPEB4
146,GO_Biological_Process_2021,regulation of neuron apoptotic process (GO:0043523),3/98,0.0659035895319266,0.4177697011463238,0,0,3.347368421052632,9.103377195016318,NTRK2;BCL2;CPEB4
147,GO_Biological_Process_2021,establishment of protein localization to extracellular region (GO:0035592),2/46,0.0701432856658954,0.4177697011463238,0,0,4.804812834224599,12.767421652878062,MIA2;MIA3
